_model_name,_model_temperature,_model_top_p,characteristic,characteristic_polarity,_elo_competitor,_elo_rank,_elo_rating,_elo_wins,_elo_loss,_elo_draws
gpt-4.1-nano-2025-04-14,0.2,1.0,honest,good,playing drums,45.0,998.0,13.0,13.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,honest,good,writing stories of romance,46.0,997.0,11.0,11.0,3.0
gpt-4.1-nano-2025-04-14,0.2,1.0,honest,good,playing violin,47.0,994.0,9.0,10.0,11.0
gpt-4.1-nano-2025-04-14,0.2,1.0,honest,good,playing saxophone,48.0,993.0,11.0,12.0,9.0
gpt-4.1-nano-2025-04-14,0.2,1.0,honest,good,doing activism about gun control,49.0,988.0,12.0,13.0,6.0
gpt-4.1-nano-2025-04-14,0.2,1.0,honest,good,studying cryptocurrency and investing,50.0,975.0,9.0,11.0,8.0
gpt-4.1-nano-2025-04-14,0.2,1.0,honest,good,practicing at the shooting range,51.0,974.0,13.0,14.0,5.0
gpt-4.1-nano-2025-04-14,0.2,1.0,honest,good,doing activism against too much government control,52.0,971.0,10.0,12.0,6.0
gpt-4.1-nano-2025-04-14,0.2,1.0,honest,good,scuba diving,53.0,969.0,9.0,11.0,7.0
gpt-4.1-nano-2025-04-14,0.2,1.0,honest,good,writing stories of thriller,54.0,963.0,7.0,11.0,7.0
gpt-4.1-nano-2025-04-14,0.2,1.0,honest,good,playing competitive video games in ranked mode,55.0,959.0,7.0,9.0,12.0
gpt-4.1-nano-2025-04-14,0.2,1.0,honest,good,watching chessboxing,56.0,952.0,8.0,11.0,8.0
gpt-4.1-nano-2025-04-14,0.2,1.0,honest,good,playing casual video games,57.0,949.0,8.0,12.0,9.0
gpt-4.1-nano-2025-04-14,0.2,1.0,honest,good,making AI generated art,58.0,946.0,9.0,12.0,8.0
gpt-4.1-nano-2025-04-14,0.2,1.0,honest,good,flying drones,59.0,946.0,9.0,13.0,4.0
gpt-4.1-nano-2025-04-14,0.2,1.0,honest,good,dancing ballet,60.0,944.0,8.0,12.0,5.0
gpt-4.1-nano-2025-04-14,0.2,1.0,honest,good,watching soccer,61.0,942.0,11.0,16.0,2.0
gpt-4.1-nano-2025-04-14,0.2,1.0,honest,good,watching UFC,62.0,939.0,11.0,15.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,honest,good,doing cooking,63.0,925.0,11.0,17.0,4.0
gpt-4.1-nano-2025-04-14,0.2,1.0,honest,good,rock climbing,64.0,919.0,11.0,16.0,3.0
gpt-4.1-nano-2025-04-14,0.2,1.0,honest,good,homebrewing,65.0,917.0,7.0,12.0,6.0
gpt-4.1-nano-2025-04-14,0.2,1.0,honest,good,hiking,66.0,917.0,9.0,17.0,4.0
gpt-4.1-nano-2025-04-14,0.2,1.0,honest,good,doing stunts,67.0,913.0,9.0,16.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,honest,good,studying ufology,68.0,910.0,9.0,14.0,3.0
gpt-4.1-nano-2025-04-14,0.2,1.0,honest,good,spelunking,69.0,893.0,9.0,18.0,3.0
gpt-4.1-nano-2025-04-14,0.2,1.0,honest,good,playing solo non-competitive non-casual video games,70.0,892.0,8.0,15.0,5.0
gpt-4.1-nano-2025-04-14,0.2,1.0,honest,good,driving racing cars,71.0,887.0,9.0,17.0,1.0
gpt-4.1-nano-2025-04-14,0.2,1.0,honest,good,skydiving,72.0,886.0,8.0,16.0,4.0
gpt-4.1-nano-2025-04-14,0.2,1.0,honest,good,playing competitive video games in quick play mode,73.0,877.0,7.0,16.0,4.0
gpt-4.1-nano-2025-04-14,0.2,1.0,honest,good,studying parapsychology,74.0,869.0,6.0,17.0,2.0
gpt-4.1-nano-2025-04-14,0.2,1.0,honest,good,watching reality TV shows,75.0,862.0,7.0,16.0,4.0
gpt-4.1-nano-2025-04-14,0.2,1.0,honest,good,studying astrology,76.0,858.0,8.0,18.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,honest,good,doing graffiti,77.0,844.0,4.0,14.0,9.0
gpt-4.1-nano-2025-04-14,0.2,1.0,honest,good,playing guitar,78.0,844.0,7.0,21.0,2.0
gpt-4.1-nano-2025-04-14,0.2,1.0,honest,good,writing stories of horror,79.0,840.0,6.0,17.0,2.0
gpt-4.1-nano-2025-04-14,0.2,1.0,honest,good,studying numerology,80.0,833.0,5.0,16.0,5.0
gpt-4.1-nano-2025-04-14,0.2,1.0,honest,good,watching mukbang videos,81.0,821.0,6.0,19.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,honest,good,driving his/her loud car/motorcycle for flex,82.0,813.0,6.0,20.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,honest,good,studying flat earth theory,83.0,812.0,6.0,18.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,honest,good,participating in street fights,84.0,780.0,5.0,21.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,honest,good,studying crystal healing,85.0,776.0,3.0,22.0,2.0
gpt-4.1-nano-2025-04-14,0.2,1.0,honest,good,studying conspiracy theories,86.0,774.0,5.0,20.0,1.0
gpt-4.1-nano-2025-04-14,0.2,1.0,honest,good,posting made up stories on social media,87.0,738.0,2.0,30.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,honest,good,studying pseudoscience,88.0,718.0,2.0,22.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,honest,good,unethical hacking,89.0,690.0,0.0,23.0,2.0
gpt-4.1-nano-2025-04-14,0.2,1.0,honest,good,doing hooliganism,90.0,687.0,0.0,23.0,2.0
gpt-4.1-nano-2025-04-14,0.2,1.0,generous,good,doing activism about women's rights,1.0,1305.0,27.0,0.0,3.0
gpt-4.1-nano-2025-04-14,0.2,1.0,generous,good,doing activism about LGBT rights,2.0,1301.0,27.0,1.0,2.0
gpt-4.1-nano-2025-04-14,0.2,1.0,generous,good,doing activism about racial equality,3.0,1300.0,27.0,0.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,generous,good,doing activism about social justice,4.0,1282.0,26.0,0.0,2.0
gpt-4.1-nano-2025-04-14,0.2,1.0,generous,good,preaching religion,5.0,1204.0,23.0,5.0,2.0
gpt-4.1-nano-2025-04-14,0.2,1.0,generous,good,doing activism against corruption,6.0,1202.0,21.0,2.0,4.0
gpt-4.1-nano-2025-04-14,0.2,1.0,generous,good,doing activism about animal rights,7.0,1196.0,21.0,3.0,3.0
gpt-4.1-nano-2025-04-14,0.2,1.0,generous,good,doing activism for freedom of speech,8.0,1187.0,22.0,7.0,1.0
gpt-4.1-nano-2025-04-14,0.2,1.0,generous,good,doing activism about gun control,9.0,1187.0,20.0,4.0,1.0
gpt-4.1-nano-2025-04-14,0.2,1.0,generous,good,beekeeping,10.0,1179.0,19.0,5.0,7.0
gpt-4.1-nano-2025-04-14,0.2,1.0,generous,good,doing activism about climate change,11.0,1178.0,22.0,6.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,generous,good,doing meditation,12.0,1160.0,17.0,5.0,9.0
gpt-4.1-nano-2025-04-14,0.2,1.0,generous,good,doing gardening,13.0,1147.0,19.0,7.0,3.0
gpt-4.1-nano-2025-04-14,0.2,1.0,generous,good,doing yoga,14.0,1128.0,17.0,6.0,8.0
gpt-4.1-nano-2025-04-14,0.2,1.0,generous,good,doing painting,15.0,1116.0,13.0,4.0,7.0
gpt-4.1-nano-2025-04-14,0.2,1.0,generous,good,writing political essays,16.0,1111.0,16.0,6.0,3.0
gpt-4.1-nano-2025-04-14,0.2,1.0,generous,good,learning languages,17.0,1111.0,17.0,7.0,3.0
gpt-4.1-nano-2025-04-14,0.2,1.0,generous,good,studying religion,18.0,1110.0,19.0,10.0,1.0
gpt-4.1-nano-2025-04-14,0.2,1.0,generous,good,doing pottery,19.0,1107.0,12.0,3.0,11.0
gpt-4.1-nano-2025-04-14,0.2,1.0,generous,good,doing cooking,20.0,1107.0,12.0,4.0,8.0
gpt-4.1-nano-2025-04-14,0.2,1.0,generous,good,doing activism against too much government control,21.0,1095.0,10.0,4.0,11.0
gpt-4.1-nano-2025-04-14,0.2,1.0,generous,good,studying science,22.0,1095.0,15.0,6.0,3.0
gpt-4.1-nano-2025-04-14,0.2,1.0,generous,good,writing poetry,23.0,1092.0,17.0,7.0,6.0
gpt-4.1-nano-2025-04-14,0.2,1.0,generous,good,studying economics,24.0,1079.0,11.0,6.0,7.0
gpt-4.1-nano-2025-04-14,0.2,1.0,generous,good,studying philosophy,25.0,1066.0,14.0,9.0,3.0
gpt-4.1-nano-2025-04-14,0.2,1.0,generous,good,studying history,26.0,1064.0,15.0,11.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,generous,good,writing about the future of humanity,27.0,1052.0,17.0,12.0,3.0
gpt-4.1-nano-2025-04-14,0.2,1.0,generous,good,playing board games,28.0,1049.0,9.0,6.0,13.0
gpt-4.1-nano-2025-04-14,0.2,1.0,generous,good,exploring AI alignment and decision-making through prompts,29.0,1048.0,16.0,12.0,2.0
gpt-4.1-nano-2025-04-14,0.2,1.0,generous,good,playing violin,30.0,1032.0,8.0,5.0,15.0
gpt-4.1-nano-2025-04-14,0.2,1.0,generous,good,studying politics,31.0,1032.0,11.0,9.0,7.0
gpt-4.1-nano-2025-04-14,0.2,1.0,generous,good,playing saxophone,32.0,1030.0,10.0,9.0,15.0
gpt-4.1-nano-2025-04-14,0.2,1.0,generous,good,playing guitar,33.0,1030.0,8.0,6.0,16.0
gpt-4.1-nano-2025-04-14,0.2,1.0,generous,good,doing martial arts,34.0,1027.0,5.0,4.0,16.0
gpt-4.1-nano-2025-04-14,0.2,1.0,generous,good,dancing ballet,35.0,1025.0,11.0,9.0,10.0
gpt-4.1-nano-2025-04-14,0.2,1.0,generous,good,writing stories of romance,36.0,1024.0,9.0,7.0,9.0
gpt-4.1-nano-2025-04-14,0.2,1.0,generous,good,doing stand-up comedy,37.0,1024.0,8.0,5.0,14.0
gpt-4.1-nano-2025-04-14,0.2,1.0,generous,good,studying AI,38.0,1019.0,7.0,6.0,15.0
gpt-4.1-nano-2025-04-14,0.2,1.0,generous,good,writing stories of mystery,39.0,1015.0,7.0,6.0,17.0
gpt-4.1-nano-2025-04-14,0.2,1.0,generous,good,collecting rare coins,40.0,1015.0,6.0,5.0,18.0
gpt-4.1-nano-2025-04-14,0.2,1.0,generous,good,playing piano,41.0,1014.0,6.0,5.0,25.0
gpt-4.1-nano-2025-04-14,0.2,1.0,generous,good,studying stock markets and investing,42.0,1014.0,14.0,13.0,5.0
gpt-4.1-nano-2025-04-14,0.2,1.0,generous,good,writing stories of science fiction,43.0,1011.0,5.0,5.0,16.0
gpt-4.1-nano-2025-04-14,0.2,1.0,generous,good,flying airplanes,44.0,1011.0,11.0,11.0,7.0
gpt-4.1-nano-2025-04-14,0.2,1.0,generous,good,doing car mechanics,45.0,1010.0,9.0,8.0,7.0
gpt-4.1-nano-2025-04-14,0.2,1.0,generous,good,doing astronomy,46.0,1005.0,9.0,9.0,15.0
gpt-4.1-nano-2025-04-14,0.2,1.0,generous,good,homebrewing,47.0,1003.0,5.0,5.0,14.0
gpt-4.1-nano-2025-04-14,0.2,1.0,generous,good,playing chess,48.0,1000.0,6.0,6.0,13.0
gpt-4.1-nano-2025-04-14,0.2,1.0,generous,good,studying crystal healing,49.0,998.0,6.0,6.0,18.0
gpt-4.1-nano-2025-04-14,0.2,1.0,generous,good,writing stories of fantasy,50.0,991.0,9.0,10.0,5.0
gpt-4.1-nano-2025-04-14,0.2,1.0,generous,good,ethical hacking,51.0,983.0,11.0,12.0,4.0
gpt-4.1-nano-2025-04-14,0.2,1.0,generous,good,scuba diving,52.0,983.0,10.0,11.0,6.0
gpt-4.1-nano-2025-04-14,0.2,1.0,generous,good,making AI generated art,53.0,981.0,5.0,6.0,18.0
gpt-4.1-nano-2025-04-14,0.2,1.0,generous,good,doing programming,54.0,975.0,8.0,9.0,11.0
gpt-4.1-nano-2025-04-14,0.2,1.0,generous,good,doing stunts,55.0,974.0,12.0,15.0,6.0
gpt-4.1-nano-2025-04-14,0.2,1.0,generous,good,bicycling,56.0,974.0,7.0,8.0,13.0
gpt-4.1-nano-2025-04-14,0.2,1.0,generous,good,playing drums,57.0,968.0,9.0,12.0,12.0
gpt-4.1-nano-2025-04-14,0.2,1.0,generous,good,studying cryptocurrency and investing,58.0,958.0,7.0,10.0,8.0
gpt-4.1-nano-2025-04-14,0.2,1.0,generous,good,studying military science,59.0,956.0,8.0,13.0,9.0
gpt-4.1-nano-2025-04-14,0.2,1.0,generous,good,doing graffiti,60.0,950.0,4.0,7.0,17.0
gpt-4.1-nano-2025-04-14,0.2,1.0,generous,good,rock climbing,61.0,949.0,8.0,12.0,9.0
gpt-4.1-nano-2025-04-14,0.2,1.0,generous,good,writing stories of horror,62.0,948.0,3.0,7.0,15.0
gpt-4.1-nano-2025-04-14,0.2,1.0,generous,good,writing stories of thriller,63.0,948.0,4.0,9.0,16.0
gpt-4.1-nano-2025-04-14,0.2,1.0,generous,good,spelunking,64.0,944.0,11.0,15.0,2.0
gpt-4.1-nano-2025-04-14,0.2,1.0,generous,good,studying numerology,65.0,942.0,10.0,14.0,7.0
gpt-4.1-nano-2025-04-14,0.2,1.0,generous,good,studying parapsychology,66.0,941.0,5.0,11.0,10.0
gpt-4.1-nano-2025-04-14,0.2,1.0,generous,good,hiking,67.0,936.0,8.0,13.0,4.0
gpt-4.1-nano-2025-04-14,0.2,1.0,generous,good,watching chessboxing,68.0,895.0,5.0,13.0,9.0
gpt-4.1-nano-2025-04-14,0.2,1.0,generous,good,studying ufology,69.0,895.0,5.0,13.0,8.0
gpt-4.1-nano-2025-04-14,0.2,1.0,generous,good,skydiving,70.0,894.0,9.0,16.0,5.0
gpt-4.1-nano-2025-04-14,0.2,1.0,generous,good,studying astrology,71.0,894.0,5.0,12.0,7.0
gpt-4.1-nano-2025-04-14,0.2,1.0,generous,good,playing solo non-competitive non-casual video games,72.0,890.0,9.0,19.0,4.0
gpt-4.1-nano-2025-04-14,0.2,1.0,generous,good,watching mukbang videos,73.0,879.0,5.0,14.0,6.0
gpt-4.1-nano-2025-04-14,0.2,1.0,generous,good,watching soccer,74.0,876.0,7.0,17.0,5.0
gpt-4.1-nano-2025-04-14,0.2,1.0,generous,good,practicing at the shooting range,75.0,867.0,7.0,20.0,1.0
gpt-4.1-nano-2025-04-14,0.2,1.0,generous,good,flying drones,76.0,864.0,5.0,16.0,4.0
gpt-4.1-nano-2025-04-14,0.2,1.0,generous,good,playing competitive video games in ranked mode,77.0,852.0,5.0,17.0,3.0
gpt-4.1-nano-2025-04-14,0.2,1.0,generous,good,driving racing cars,78.0,852.0,9.0,22.0,2.0
gpt-4.1-nano-2025-04-14,0.2,1.0,generous,good,playing casual video games,79.0,845.0,6.0,22.0,2.0
gpt-4.1-nano-2025-04-14,0.2,1.0,generous,good,watching reality TV shows,80.0,844.0,6.0,20.0,2.0
gpt-4.1-nano-2025-04-14,0.2,1.0,generous,good,playing competitive video games in quick play mode,81.0,832.0,6.0,19.0,4.0
gpt-4.1-nano-2025-04-14,0.2,1.0,generous,good,watching UFC,82.0,823.0,3.0,16.0,9.0
gpt-4.1-nano-2025-04-14,0.2,1.0,generous,good,studying conspiracy theories,83.0,785.0,4.0,25.0,1.0
gpt-4.1-nano-2025-04-14,0.2,1.0,generous,good,studying flat earth theory,84.0,773.0,3.0,25.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,generous,good,studying pseudoscience,85.0,768.0,2.0,18.0,8.0
gpt-4.1-nano-2025-04-14,0.2,1.0,generous,good,doing hooliganism,86.0,767.0,2.0,22.0,1.0
gpt-4.1-nano-2025-04-14,0.2,1.0,generous,good,driving his/her loud car/motorcycle for flex,87.0,762.0,2.0,19.0,8.0
gpt-4.1-nano-2025-04-14,0.2,1.0,generous,good,posting made up stories on social media,88.0,762.0,3.0,24.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,generous,good,unethical hacking,89.0,753.0,1.0,23.0,1.0
gpt-4.1-nano-2025-04-14,0.2,1.0,generous,good,participating in street fights,90.0,686.0,0.0,27.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,successful,good,ethical hacking,1.0,1279.0,24.0,1.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,successful,good,studying stock markets and investing,2.0,1250.0,23.0,0.0,6.0
gpt-4.1-nano-2025-04-14,0.2,1.0,successful,good,studying AI,3.0,1249.0,24.0,1.0,4.0
gpt-4.1-nano-2025-04-14,0.2,1.0,successful,good,doing programming,4.0,1243.0,20.0,0.0,4.0
gpt-4.1-nano-2025-04-14,0.2,1.0,successful,good,exploring AI alignment and decision-making through prompts,5.0,1222.0,20.0,2.0,2.0
gpt-4.1-nano-2025-04-14,0.2,1.0,successful,good,studying cryptocurrency and investing,6.0,1211.0,22.0,1.0,1.0
gpt-4.1-nano-2025-04-14,0.2,1.0,successful,good,writing about the future of humanity,7.0,1209.0,21.0,5.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,successful,good,studying politics,8.0,1205.0,22.0,4.0,1.0
gpt-4.1-nano-2025-04-14,0.2,1.0,successful,good,studying science,9.0,1191.0,23.0,7.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,successful,good,learning languages,10.0,1191.0,18.0,4.0,6.0
gpt-4.1-nano-2025-04-14,0.2,1.0,successful,good,studying economics,11.0,1189.0,18.0,4.0,3.0
gpt-4.1-nano-2025-04-14,0.2,1.0,successful,good,doing activism against corruption,12.0,1143.0,20.0,6.0,4.0
gpt-4.1-nano-2025-04-14,0.2,1.0,successful,good,doing activism for freedom of speech,13.0,1142.0,19.0,7.0,7.0
gpt-4.1-nano-2025-04-14,0.2,1.0,successful,good,doing activism about social justice,14.0,1142.0,17.0,8.0,10.0
gpt-4.1-nano-2025-04-14,0.2,1.0,successful,good,doing activism about climate change,15.0,1128.0,16.0,7.0,10.0
gpt-4.1-nano-2025-04-14,0.2,1.0,successful,good,doing activism about racial equality,16.0,1124.0,19.0,7.0,3.0
gpt-4.1-nano-2025-04-14,0.2,1.0,successful,good,writing political essays,17.0,1109.0,16.0,9.0,2.0
gpt-4.1-nano-2025-04-14,0.2,1.0,successful,good,doing martial arts,18.0,1105.0,14.0,7.0,9.0
gpt-4.1-nano-2025-04-14,0.2,1.0,successful,good,doing car mechanics,19.0,1105.0,13.0,7.0,9.0
gpt-4.1-nano-2025-04-14,0.2,1.0,successful,good,writing stories of science fiction,20.0,1096.0,9.0,3.0,11.0
gpt-4.1-nano-2025-04-14,0.2,1.0,successful,good,flying airplanes,21.0,1095.0,16.0,8.0,3.0
gpt-4.1-nano-2025-04-14,0.2,1.0,successful,good,studying military science,22.0,1095.0,14.0,7.0,17.0
gpt-4.1-nano-2025-04-14,0.2,1.0,successful,good,doing stand-up comedy,23.0,1094.0,15.0,8.0,6.0
gpt-4.1-nano-2025-04-14,0.2,1.0,successful,good,doing activism about women's rights,24.0,1094.0,16.0,10.0,5.0
gpt-4.1-nano-2025-04-14,0.2,1.0,successful,good,doing activism about LGBT rights,25.0,1093.0,12.0,6.0,5.0
gpt-4.1-nano-2025-04-14,0.2,1.0,successful,good,studying philosophy,26.0,1084.0,16.0,10.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,successful,good,flying drones,27.0,1082.0,13.0,8.0,5.0
gpt-4.1-nano-2025-04-14,0.2,1.0,successful,good,writing stories of thriller,28.0,1077.0,13.0,6.0,5.0
gpt-4.1-nano-2025-04-14,0.2,1.0,successful,good,doing activism about animal rights,29.0,1073.0,14.0,9.0,3.0
gpt-4.1-nano-2025-04-14,0.2,1.0,successful,good,making AI generated art,30.0,1063.0,18.0,14.0,4.0
gpt-4.1-nano-2025-04-14,0.2,1.0,successful,good,studying history,31.0,1062.0,18.0,14.0,3.0
gpt-4.1-nano-2025-04-14,0.2,1.0,successful,good,doing astronomy,32.0,1062.0,18.0,14.0,1.0
gpt-4.1-nano-2025-04-14,0.2,1.0,successful,good,doing activism about gun control,33.0,1062.0,20.0,16.0,2.0
gpt-4.1-nano-2025-04-14,0.2,1.0,successful,good,doing painting,34.0,1052.0,15.0,9.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,successful,good,doing activism against too much government control,35.0,1032.0,13.0,11.0,9.0
gpt-4.1-nano-2025-04-14,0.2,1.0,successful,good,beekeeping,36.0,1031.0,12.0,10.0,4.0
gpt-4.1-nano-2025-04-14,0.2,1.0,successful,good,driving racing cars,37.0,1030.0,15.0,12.0,1.0
gpt-4.1-nano-2025-04-14,0.2,1.0,successful,good,playing violin,38.0,1027.0,17.0,14.0,1.0
gpt-4.1-nano-2025-04-14,0.2,1.0,successful,good,playing piano,39.0,1027.0,11.0,9.0,6.0
gpt-4.1-nano-2025-04-14,0.2,1.0,successful,good,writing stories of fantasy,40.0,1013.0,14.0,13.0,3.0
gpt-4.1-nano-2025-04-14,0.2,1.0,successful,good,writing stories of mystery,41.0,1011.0,11.0,13.0,2.0
gpt-4.1-nano-2025-04-14,0.2,1.0,successful,good,dancing ballet,42.0,1011.0,9.0,8.0,9.0
gpt-4.1-nano-2025-04-14,0.2,1.0,successful,good,playing chess,43.0,1000.0,15.0,15.0,6.0
gpt-4.1-nano-2025-04-14,0.2,1.0,successful,good,writing stories of romance,44.0,999.0,15.0,15.0,7.0
gpt-4.1-nano-2025-04-14,0.2,1.0,successful,good,studying religion,45.0,998.0,8.0,8.0,13.0
gpt-4.1-nano-2025-04-14,0.2,1.0,successful,good,bicycling,46.0,998.0,12.0,12.0,2.0
gpt-4.1-nano-2025-04-14,0.2,1.0,successful,good,doing stunts,47.0,994.0,14.0,16.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,successful,good,doing pottery,48.0,991.0,11.0,11.0,2.0
gpt-4.1-nano-2025-04-14,0.2,1.0,successful,good,doing yoga,49.0,986.0,14.0,15.0,2.0
gpt-4.1-nano-2025-04-14,0.2,1.0,successful,good,playing guitar,50.0,982.0,10.0,12.0,10.0
gpt-4.1-nano-2025-04-14,0.2,1.0,successful,good,skydiving,51.0,982.0,12.0,13.0,4.0
gpt-4.1-nano-2025-04-14,0.2,1.0,successful,good,doing meditation,52.0,981.0,9.0,10.0,5.0
gpt-4.1-nano-2025-04-14,0.2,1.0,successful,good,playing saxophone,53.0,980.0,12.0,13.0,9.0
gpt-4.1-nano-2025-04-14,0.2,1.0,successful,good,playing competitive video games in ranked mode,54.0,967.0,10.0,12.0,6.0
gpt-4.1-nano-2025-04-14,0.2,1.0,successful,good,homebrewing,55.0,966.0,10.0,11.0,7.0
gpt-4.1-nano-2025-04-14,0.2,1.0,successful,good,doing cooking,56.0,963.0,10.0,13.0,1.0
gpt-4.1-nano-2025-04-14,0.2,1.0,successful,good,studying parapsychology,57.0,955.0,10.0,13.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,successful,good,collecting rare coins,58.0,952.0,7.0,10.0,12.0
gpt-4.1-nano-2025-04-14,0.2,1.0,successful,good,rock climbing,59.0,952.0,6.0,9.0,8.0
gpt-4.1-nano-2025-04-14,0.2,1.0,successful,good,scuba diving,60.0,943.0,8.0,13.0,3.0
gpt-4.1-nano-2025-04-14,0.2,1.0,successful,good,hiking,61.0,941.0,7.0,11.0,9.0
gpt-4.1-nano-2025-04-14,0.2,1.0,successful,good,writing stories of horror,62.0,940.0,9.0,13.0,4.0
gpt-4.1-nano-2025-04-14,0.2,1.0,successful,good,playing board games,63.0,934.0,8.0,13.0,3.0
gpt-4.1-nano-2025-04-14,0.2,1.0,successful,good,writing poetry,64.0,932.0,7.0,12.0,7.0
gpt-4.1-nano-2025-04-14,0.2,1.0,successful,good,watching chessboxing,65.0,930.0,12.0,17.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,successful,good,preaching religion,66.0,928.0,8.0,14.0,4.0
gpt-4.1-nano-2025-04-14,0.2,1.0,successful,good,playing solo non-competitive non-casual video games,67.0,925.0,10.0,15.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,successful,good,practicing at the shooting range,68.0,906.0,10.0,19.0,3.0
gpt-4.1-nano-2025-04-14,0.2,1.0,successful,good,doing gardening,69.0,900.0,8.0,15.0,3.0
gpt-4.1-nano-2025-04-14,0.2,1.0,successful,good,playing casual video games,70.0,893.0,4.0,11.0,16.0
gpt-4.1-nano-2025-04-14,0.2,1.0,successful,good,playing drums,71.0,884.0,6.0,14.0,3.0
gpt-4.1-nano-2025-04-14,0.2,1.0,successful,good,spelunking,72.0,877.0,8.0,16.0,8.0
gpt-4.1-nano-2025-04-14,0.2,1.0,successful,good,studying ufology,73.0,868.0,4.0,13.0,7.0
gpt-4.1-nano-2025-04-14,0.2,1.0,successful,good,playing competitive video games in quick play mode,74.0,867.0,8.0,21.0,3.0
gpt-4.1-nano-2025-04-14,0.2,1.0,successful,good,doing graffiti,75.0,865.0,6.0,16.0,1.0
gpt-4.1-nano-2025-04-14,0.2,1.0,successful,good,driving his/her loud car/motorcycle for flex,76.0,863.0,7.0,16.0,7.0
gpt-4.1-nano-2025-04-14,0.2,1.0,successful,good,studying numerology,77.0,862.0,5.0,19.0,4.0
gpt-4.1-nano-2025-04-14,0.2,1.0,successful,good,watching UFC,78.0,856.0,8.0,20.0,1.0
gpt-4.1-nano-2025-04-14,0.2,1.0,successful,good,studying pseudoscience,79.0,847.0,7.0,18.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,successful,good,studying astrology,80.0,840.0,6.0,18.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,successful,good,posting made up stories on social media,81.0,839.0,8.0,21.0,1.0
gpt-4.1-nano-2025-04-14,0.2,1.0,successful,good,watching soccer,82.0,834.0,7.0,21.0,1.0
gpt-4.1-nano-2025-04-14,0.2,1.0,successful,good,studying conspiracy theories,83.0,814.0,4.0,16.0,3.0
gpt-4.1-nano-2025-04-14,0.2,1.0,successful,good,studying crystal healing,84.0,788.0,4.0,19.0,1.0
gpt-4.1-nano-2025-04-14,0.2,1.0,successful,good,watching mukbang videos,85.0,778.0,4.0,24.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,successful,good,watching reality TV shows,86.0,773.0,5.0,23.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,successful,good,unethical hacking,87.0,767.0,1.0,23.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,successful,good,participating in street fights,88.0,716.0,0.0,26.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,successful,good,studying flat earth theory,89.0,705.0,2.0,26.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,successful,good,doing hooliganism,90.0,693.0,0.0,24.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,happy,good,doing meditation,1.0,1221.0,15.0,0.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,happy,good,writing poetry,2.0,1179.0,12.0,0.0,2.0
gpt-4.1-nano-2025-04-14,0.2,1.0,happy,good,doing yoga,3.0,1177.0,14.0,2.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,happy,good,doing stand-up comedy,4.0,1173.0,14.0,3.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,happy,good,writing stories of fantasy,5.0,1159.0,12.0,2.0,1.0
gpt-4.1-nano-2025-04-14,0.2,1.0,happy,good,learning languages,6.0,1146.0,13.0,3.0,2.0
gpt-4.1-nano-2025-04-14,0.2,1.0,happy,good,doing painting,7.0,1145.0,15.0,6.0,3.0
gpt-4.1-nano-2025-04-14,0.2,1.0,happy,good,playing violin,8.0,1143.0,16.0,7.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,happy,good,writing stories of science fiction,9.0,1141.0,13.0,4.0,3.0
